CIK,Ticker,Company Name,Sector,Year,filingDate,form,AI Washing Index_flash1_5,AI Washing Index_flash2_5,AI Washing Index_gpt4o,Disclosure Sentiment_flash1_5,Disclosure Sentiment_flash2_5,Disclosure Sentiment_gpt4o,Forward-Looking_flash1_5,Forward-Looking_flash2_5,Forward-Looking_gpt4o,Key AI Terms_flash1_5,Key AI Terms_flash2_5,Key AI Terms_gpt4o,Overall Summary_flash1_5,Overall Summary_flash2_5,Overall Summary_gpt4o,Risk - External Threats_flash1_5,Risk - External Threats_flash2_5,Risk - External Threats_gpt4o,Risk - Non-Adoption_flash1_5,Risk - Non-Adoption_flash2_5,Risk - Non-Adoption_gpt4o,Risk - Own Adoption_flash1_5,Risk - Own Adoption_flash2_5,Risk - Own Adoption_gpt4o,Strategic Depth_flash1_5,Strategic Depth_flash2_5,Strategic Depth_gpt4o,Talent & Investment_flash1_5,Talent & Investment_flash2_5,Talent & Investment_gpt4o
0001230245,PIPR,PIPER SANDLER COMPANIES,Financials,2024,2025-02-27,10-K,E,A,E,E,B,E,D,D,D,,algorithmic trading strategies,,"Piper Sandler Companies shows no explicit mention of AI strategies or investments in its 10-K filing.  The company's risk assessment focuses on general technological and cybersecurity risks, rather than AI-specific threats or opportunities.","Piper Sandler Companies demonstrates an emerging engagement with AI through the operational integration of algorithmic trading strategies in its fixed income services. However, the disclosure lacks broader strategic depth, explicit forward-looking AI plans, or detailed discussions of AI-specific risks or talent investments, suggesting an early stage of AI adoption.","Piper Sandler Companies shows limited engagement with AI, primarily focusing on traditional financial services without significant mention of AI integration or strategy. The company does not provide clear insights into its AI-related risks or future plans, indicating a cautious approach towards AI adoption.",B,C,C,C,C,C,C,C,C,E,B,E,D,D,D
0000078814,PBI,PITNEY BOWES INC /DE/,Industrials,2024,2025-02-21,10-K,E,E,C,C,B,C,D,D,D,,,,"Pitney Bowes shows limited AI preparedness. While there's mention of automation and technology investments to improve efficiency, there is no explicit discussion of a dedicated AI strategy or the risks associated with AI adoption.  The company focuses primarily on operational improvements rather than AI-driven transformation.","Pitney Bowes' disclosures indicate a focus on operational efficiency through 'automation and technology' and growth in 'SaaS solutions', but there is no explicit mention of Artificial Intelligence (AI) or related specific technologies. The company does not discuss AI-specific risks, future AI plans, or investments in AI talent, suggesting a very nascent or non-existent explicit AI strategy in its public filings.","Pitney Bowes demonstrates a cautious approach towards AI, with some integration in operations but lacking a clear strategic focus or detailed future plans for AI adoption.",C,C,C,C,C,C,C,C,C,D,C,D,D,D,D
0001338749,PCH,POTLATCHDELTIC CORP,Real Estate,2024,2025-02-13,10-K,E,E,E,E,E,E,D,D,D,"Artificial Intelligence, AI","Artificial Intelligence (AI), AI-enabled malware",,"PotlatchDeltic Corp shows minimal AI preparedness, with no explicit AI strategy or adoption mentioned.  The company acknowledges the general risk of external AI threats in cybersecurity, but lacks any discussion of its own AI initiatives or the risks associated with them.","PotlatchDeltic Corp's disclosures indicate a very limited engagement with Artificial Intelligence, primarily acknowledging AI's role in external cybersecurity threats. There is no mention of the company's own AI strategy, adoption, future plans, or investment in AI talent or technology, suggesting a low level of disclosed AI integration into its core business.","PotlatchDeltic Corp shows limited engagement with AI, primarily focusing on traditional timberland management and wood products without significant mention of AI integration or future plans.",B,B,C,B,C,C,C,C,C,E,E,E,D,D,D
0000822416,PHM,PULTEGROUP INC/MI/,Consumer Discretionary,2024,2025-02-06,10-K,E,A,C,D,D,D,D,B,D,"artificial intelligence, AI","artificial intelligence, AI, deepfakes","artificial intelligence, AI","PulteGroup's AI preparedness is in its early stages, showing awareness of AI's potential and risks but lacking a defined strategic direction or significant investment.  The company acknowledges the need to adapt to AI but hasn't detailed specific plans or investments.","PulteGroup is in the early phases of exploring AI for operational productivity and data analysis, primarily disclosing AI within its risk factors. The company demonstrates a strong awareness of various AI-related risks, including those from its own adoption, external threats, and the competitive disadvantage of non-adoption, but provides only general future intent regarding AI integration and no explicit mention of AI talent or investment focus.","PulteGroup is in the early phases of integrating AI into its operations, acknowledging both the potential benefits and significant risks associated with its adoption, while lacking detailed future plans or substantial investment in AI talent.",B,A,B,B,A,B,B,A,A,C,C,C,D,D,D
0000081362,KWR,QUAKER CHEMICAL CORP,Materials,2024,2025-02-24,10-K,E,E,E,E,E,E,D,D,D,,,,"Quaker Chemical Corp shows no explicit AI strategy or adoption, focusing instead on traditional operational risks and improvements.  While there's mention of the risk of not adopting new technologies, there is no specific discussion of AI-related risks or opportunities.","Quaker Chemical Corp's 10-K filing indicates no engagement with Artificial Intelligence, as there is no mention of AI in its strategic initiatives, operational discussions, risk factors, or future plans. The company's disclosures focus on traditional business and financial aspects, suggesting a lack of current AI integration or strategic focus.","Quaker Chemical Corp shows limited engagement with AI, primarily focusing on operational challenges and market conditions without a clear strategy or significant investment in AI technologies.",B,C,C,B,C,C,C,C,C,E,E,E,D,D,D
0000742278,RES,RPC INC,Energy,2024,2025-02-28,10-K,E,E,E,E,E,C,D,D,D,,,,"RPC INC shows no explicit AI strategy or investment, focusing instead on operational efficiency and adapting to industry trends.  While there's mention of cybersecurity risks, which could involve AI, the company does not directly address AI-specific risks or opportunities.","RPC INC's 10-K filing indicates no explicit engagement with Artificial Intelligence. The document focuses on traditional oil and gas industry risks, operational efficiencies, and general IT systems (like ERP and cybersecurity), without any mention of AI strategy, adoption, risks, or future plans.","RPC INC shows limited engagement with AI, primarily focusing on operational efficiencies and equipment upgrades without a clear strategic integration of AI into its core business model.",B,C,C,B,C,C,C,C,C,E,E,E,D,D,D
0000082020,USLM,UNITED STATES LIME & MINERALS INC,Materials,2024,2025-02-27,10-K,E,E,E,E,E,E,D,D,D,,,,"UNITED STATES LIME & MINERALS INC shows no evidence of current AI adoption or strategic AI plans.  However, the company acknowledges the risk of not adopting AI and the competitive threat posed by AI-leveraging competitors.","UNITED STATES LIME & MINERALS INC's 10-K filing shows no explicit engagement with Artificial Intelligence. The company's disclosures focus on traditional operational, financial, and IT cybersecurity risks, indicating a lack of current AI integration into its strategy, operations, or future plans.","The company demonstrates a cautious approach towards AI, with limited integration into its core strategy and operations, and lacks specific future plans or significant investments in AI talent and infrastructure.",B,C,C,B,C,C,C,C,C,E,E,E,D,D,D
0000350698,AN,"AUTONATION, INC.",Consumer Discretionary,2024,2025-02-14,10-K,E,E,E,C,C,C,D,B,D,"autonomous, electric vehicles","autonomous vehicles, Waymo",,"AutoNation shows awareness of AI's impact on the automotive industry through risk disclosures related to competitors' adoption of AI and new technologies, but lacks explicit discussion of its own AI strategy or investments.  The company's overall AI preparedness is low, primarily due to the absence of a clear AI strategy.","AutoNation's AI preparedness is primarily reactive, acknowledging the disruptive potential of autonomous vehicles in the industry and engaging in a partnership with Waymo to adapt to these changes. The company does not disclose any internal AI strategy, adoption, or related talent and investment focus, nor does it discuss specific risks from its own AI use.","AutoNation, Inc. demonstrates a cautious approach towards AI, acknowledging its potential impact on the automotive retail industry while lacking a clear strategic integration of AI into its core operations. The company is aware of the risks associated with AI adoption and external threats but does not provide substantial details on its own AI initiatives or future plans.",B,C,B,B,B,B,C,C,C,D,C,E,D,D,D
0000745732,ROST,"ROSS STORES, INC.",Consumer Discretionary,2024,2025-04-01,10-K,E,E,E,E,E,E,D,D,D,,,,"Ross Stores shows no explicit AI strategy or adoption in its 10-K filing.  The company's focus is on traditional retail operations and risk management, with no mention of AI talent acquisition or investment.","Ross Stores, Inc.'s 10-K filing contains no explicit mentions of Artificial Intelligence, machine learning, or related advanced technologies. The company's disclosures focus on traditional retail operations, financial performance, store expansion, and general information technology investments, indicating a lack of current strategic or operational engagement with AI.","Ross Stores, Inc. does not provide specific details regarding its engagement with AI, indicating a lack of strategic integration or investment in AI technologies, which may limit its competitive edge in the retail sector.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000350894,SEIC,SEI INVESTMENTS CO,Financials,2024,2025-02-20,10-K,E,E,C,C,D,D,D,D,D,"artificial intelligence, machine learning, AI-driven, AI-powered","artificial intelligence, AI, machine learning","artificial intelligence, AI-driven","SEI Investments demonstrates a cautious awareness of AI's impact, acknowledging competitive threats from AI-driven pricing and the need to adapt to technological advancements. However, the company's AI strategy and integration remain largely undefined, with limited explicit discussion of AI-specific risks or investments.","SEI Investments Co acknowledges AI's presence in the financial industry, noting its use in their 'AI-driven investment strategies' and 'quantitative models,' but primarily frames AI within the context of various risks, including competitive threats and operational challenges like biases and system failures. The company does not disclose specific future AI development plans or dedicated investments in AI talent.","SEI Investments Co demonstrates a cautious approach towards AI, acknowledging its potential while highlighting significant risks and challenges associated with its adoption and competition. The company shows some integration of AI in its operations but lacks a clear strategic focus on AI as a core enabler.",B,A,B,A,A,A,C,A,C,D,B,D,D,D,D
0000766829,HTO,H2O AMERICA,Utilities,2024,2025-02-28,10-K,E,E,E,E,E,E,D,D,D,artificial intelligence,artificial intelligence,,"H2O America shows no evidence of current AI integration in its business strategy or operations.  However, the company acknowledges the risk of not adopting AI to remain competitive, indicating a potential future focus.","H2O AMERICA's disclosures indicate a very limited engagement with AI, primarily acknowledging it as an external cybersecurity threat rather than an internal strategic enabler. The company does not discuss its own AI adoption, future plans, talent acquisition, or investments related to AI.","H2O America shows limited engagement with AI, primarily focusing on regulatory compliance and operational efficiency without a clear strategy or significant investment in AI technologies.",B,A,C,B,C,C,C,C,C,E,E,E,D,D,D
0001012100,SEE,SEALED AIR CORP/DE,Materials,2024,2025-02-26,10-K,E,E,C,D,E,C,D,D,D,"Artificial Intelligence, AI","Artificial Intelligence, AI","Artificial Intelligence, AI",Sealed Air acknowledges AI as a relevant technology but shows limited strategic depth in its integration.  The company primarily focuses on the risks associated with AI adoption rather than its potential benefits or future plans.,"SEALED AIR CORP/DE's engagement with AI appears to be in a very early or exploratory stage, primarily viewed through the lens of risk rather than strategic opportunity. The company acknowledges the potential for unsuccessful AI adoption to impact productivity, but provides no details on current initiatives, future plans, or investments in AI talent or technology.","Sealed Air Corporation acknowledges the importance of AI in enhancing operational efficiency and competitiveness, but lacks a clear, detailed strategy for AI integration, indicating a cautious approach to its adoption.",C,C,C,B,B,B,B,B,B,D,D,D,D,D,D
0000089089,SCI,SERVICE CORP INTERNATIONAL,Consumer Discretionary,2024,2025-02-13,10-K,E,E,C,E,E,D,D,D,D,artificial intelligence,artificial intelligence,"artificial intelligence, cybersecurity","Service Corp International shows a low level of AI preparedness. While acknowledging the increasing cybersecurity risks associated with AI, the company does not demonstrate any strategic AI initiatives or investments.","Service Corp International's disclosure indicates a very nascent engagement with AI, primarily recognizing its role in escalating external cybersecurity threats. The company provides no information regarding its own AI strategy, adoption, future plans, or investment in AI talent or technology.","The company demonstrates a cautious approach towards AI, acknowledging its potential risks and the need for compliance with data protection laws, but lacks a clear strategy or significant investment in AI initiatives.",B,B,A,C,C,C,C,C,C,E,E,E,D,D,D
0000354963,SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,Communication,2024,2025-02-20,10-K,E,E,C,D,E,D,D,D,D,"Artificial Intelligence, AI",Artificial Intelligence (AI),"Artificial Intelligence, AI","Shenandoah Telecommunications demonstrates a nascent awareness of AI's importance, primarily focusing on the competitive risk of not adopting AI rather than outlining specific strategies or investments.  Their AI-related disclosures are primarily risk-focused, lacking detailed plans or positive sentiment.","SHENANDOAH TELECOMMUNICATIONS CO/VA/ primarily views Artificial Intelligence through the lens of competitive risk, acknowledging that slow adoption could negatively impact its cost structure and margins relative to peers. However, the company's disclosures lack any specific details regarding its own AI strategy, current adoption initiatives, future plans, or specific risks associated with AI implementation, suggesting a reactive rather than proactive approach to AI integration.","Shentel acknowledges the importance of AI technologies in maintaining competitive advantage but lacks detailed strategic integration or specific future plans for AI adoption, indicating a cautious approach to AI engagement.",B,C,C,A,A,A,B,C,B,D,D,D,D,D,D
0000089800,SHW,SHERWIN WILLIAMS CO,Materials,2024,2025-02-20,10-K,E,E,E,C,E,C,D,D,D,,,,"Sherwin-Williams shows a limited AI preparedness, with mentions of digital technologies and investments in them, but lacking specific details on AI strategy or risks.  The company's focus is primarily on operational improvements and expansion, rather than AI-specific initiatives.","Sherwin-Williams' 10-K filing provides no explicit mention of Artificial Intelligence or related advanced AI technologies. The company refers to 'digital technologies' and 'digitization' as part of its growth strategies and enterprise priorities, but these terms are too generic to indicate specific AI engagement, strategic depth, or associated risks. Consequently, the company's AI preparedness, as disclosed in this document, appears to be minimal or not explicitly communicated.","Sherwin-Williams demonstrates a cautious approach towards AI, with limited direct integration into its core strategy and operations, while acknowledging potential future opportunities.",C,C,C,C,C,C,C,C,C,C,D,E,D,D,D
0000092122,SO,SOUTHERN CO,Utilities,2024,2025-02-20,10-K,E,E,E,C,E,C,D,D,D,artificial intelligence,artificial intelligence,,"Southern Company shows limited AI preparedness, with no explicit mention of AI strategy or talent acquisition.  However, the company acknowledges the risk of not adopting AI to remain competitive, indicating some awareness of AI's potential impact.","Southern Company's disclosures indicate AI primarily as an external demand driver for its energy services and a source of evolving cyber threats. The company does not discuss its own strategic adoption, investment, or talent focus related to AI, nor does it mention risks associated with its own AI implementation or the competitive threat of not adopting AI.","Southern Company demonstrates a cautious approach towards AI, acknowledging its potential while highlighting significant regulatory and operational risks. The company has not explicitly integrated AI into its core strategy but recognizes the importance of adapting to technological advancements.",B,A,B,B,C,C,C,C,C,D,D,E,D,D,D
0000092380,LUV,SOUTHWEST AIRLINES CO,Industrials,2024,2025-02-07,10-K,E,A,C,C,B,B,D,B,B,"AI, artificial intelligence, machine learning","AI, machine-learning, AI-enhanced attacks","AI, machine-learning","Southwest Airlines demonstrates nascent AI engagement, primarily focused on operational improvements and risk mitigation.  While they acknowledge the potential competitive threat of AI and mention its use in their operations, their strategic depth and forward-looking statements regarding AI remain limited.","Southwest Airlines is actively expanding its use of AI and machine learning to enhance operations, demonstrating a balanced perspective by explicitly detailing various risks associated with both its own AI adoption and external AI threats, as well as the competitive disadvantage of not leveraging AI. While the company expresses general future intent for AI integration, specific detailed plans or explicit investments in AI talent are not extensively disclosed.","Southwest Airlines is beginning to integrate AI into its operations, particularly in enhancing customer experience and operational efficiency, but lacks a comprehensive strategy or significant investment in AI technologies.",B,A,C,B,A,B,B,A,B,C,B,C,D,D,D
0000743238,SHYF,"SHYFT GROUP, INC.",Industrials,2024,2025-02-20,10-K,E,E,C,C,D,D,D,B,D,"artificial intelligence, AI","artificial intelligence, AI","artificial intelligence, AI, AI technology","Shyft Group acknowledges the emerging risks associated with AI, particularly the competitive threat of not adopting AI and the potential for AI-related legal and regulatory actions. However, the company's discussion lacks depth regarding its own AI strategy, investments, or specific risks related to its AI adoption.","SHYFT GROUP, INC. is in the early phases of AI development and use, primarily disclosing AI within its risk factors, indicating a cautious approach focused on mitigating potential legal, ethical, and technical challenges rather than highlighting strategic benefits or specific future initiatives. The company does not explicitly discuss competitive AI threats or dedicated AI talent/investment.","Shyft Group, Inc. is in the early phases of integrating AI into its operations, with some acknowledgment of the associated risks and potential benefits, but lacks a clear strategic focus or detailed plans for AI adoption.",C,C,C,A,C,B,B,A,A,E,C,C,D,D,D
0000718937,STAA,STAAR SURGICAL CO,Health Care,2024,2025-02-21,10-K,E,E,B,E,C,C,D,D,B,AI,AI tools,"AI, artificial intelligence","STAAR SURGICAL CO shows minimal AI preparedness, with no explicit mention of AI strategy or adoption.  The company focuses on traditional risk factors and does not demonstrate any significant AI integration or future plans.","STAAR Surgical Company demonstrates a limited, yet practical, engagement with AI, primarily through the adoption of external AI tools for specific R&D functions related to its core product. The company's disclosures are factual regarding this investment, but lack broader strategic integration, explicit future AI plans, or detailed discussions of AI-specific risks or talent development initiatives.","STAAR Surgical Co shows a cautious approach towards AI, with limited integration into their core strategy and operations, while acknowledging the importance of technology in their product development and operational efficiency.",B,C,C,B,B,C,C,C,C,E,B,C,D,D,C
0000093389,SMP,"STANDARD MOTOR PRODUCTS, INC.",Consumer Discretionary,2024,2025-02-28,10-K,E,E,E,E,E,E,D,D,D,,,,"Standard Motor Products shows a low level of AI preparedness, with no explicit mention of AI strategy or adoption in their 10-K filing.  The company does acknowledge the general risk of not keeping up with technological advancements, which implicitly includes AI.","Standard Motor Products, Inc. demonstrates a very low level of disclosed AI preparedness, with no explicit mentions of AI in its strategy, operations, or future plans. While it acknowledges general risks related to not adapting to 'new or emerging technologies' and competitive pressures, there is no specific discussion of AI adoption, associated risks, or investment in AI talent.","The company shows limited engagement with AI, primarily focusing on operational efficiencies and cost management without a clear strategic integration of AI into its core business model.",B,C,C,B,B,C,C,C,C,E,E,E,D,D,D
0000094344,STC,STEWART INFORMATION SERVICES CORP,Financials,2024,2025-02-28,10-K,E,E,C,C,B,C,D,A,D,"advanced technologies, automation",,,"Stewart Information Services demonstrates a nascent awareness of AI's potential impact, primarily focusing on the risks of not adopting AI to remain competitive. However, the company's discussion lacks depth regarding its own AI strategy, specific AI investments, or detailed risk assessments related to AI adoption.","Stewart Information Services Corp. demonstrates a clear focus on leveraging advanced technologies and automation for operational efficiency and cost reduction, acknowledging both the benefits and the risks of these investments. While not explicitly using 'AI' terminology, their strategic emphasis on innovation and automation, coupled with a strong awareness of competitive technological disruption, indicates a foundational preparedness for AI integration.","Stewart Information Services Corp demonstrates a cautious approach towards AI, acknowledging its potential impact on the industry while highlighting risks associated with adoption and competition. The company is exploring innovative technologies but lacks a clear strategic focus on AI integration.",B,B,C,A,A,B,C,B,C,D,B,D,D,B,D
0001393311,PSA,Public Storage,Real Estate,2024,2025-02-24,10-K,E,E,E,C,E,C,D,D,D,,,,"Public Storage shows no explicit AI strategy or adoption, focusing instead on operational efficiency improvements through technology investments like solar power and LED lighting.  The company acknowledges the risk of not keeping pace with technological advancements, implicitly suggesting a need for future AI consideration.","Public Storage's 10-K filing shows no explicit engagement with Artificial Intelligence. The company discusses general technology investments for operational efficiency and cost reduction, but there is no mention of AI in its strategic plans, risk factors, or talent and investment focus, indicating a lack of disclosed AI preparedness.","Public Storage shows limited engagement with AI, primarily focusing on operational efficiencies and sustainability initiatives without a clear AI strategy or significant investment in AI technologies.",C,C,C,B,C,C,C,C,C,E,E,E,D,D,D
0000310764,SYK,STRYKER CORP,Health Care,2024,2025-02-12,10-K,E,A,B,D,D,B,C,B,B,"artificial intelligence, machine learning, generative artificial intelligence","artificial intelligence, AI, machine learning, generative artificial intelligence, robotics","artificial intelligence, AI","Stryker demonstrates a cautious approach to AI, acknowledging both the opportunities and risks associated with its adoption and the competitive threat of not keeping pace with AI advancements.  However, the company's AI strategy lacks depth and specific details.","Stryker demonstrates a proactive stance on AI, actively deploying it in various operations and exploring future applications across its business. While recognizing the strategic opportunities, the company provides a comprehensive and detailed disclosure of the associated risks, including those from its own adoption, external threats, and competitive pressures, indicating a mature and cautious approach to AI integration.","Stryker Corp is actively exploring the integration of AI technologies into its operations, acknowledging both the opportunities and risks associated with AI adoption, but lacks detailed strategic plans or significant investments in AI talent.",B,A,B,B,A,A,B,A,A,C,B,C,D,B,D
0000096869,TRC,TEJON RANCH CO,Real Estate,2024,2025-03-06,10-K,E,E,E,E,E,E,D,D,D,,,,"Tejon Ranch Co. shows no explicit AI strategy or adoption, focusing instead on traditional real estate and agribusiness.  While there's mention of general cybersecurity risks, the company does not demonstrate any significant AI preparedness.","Tejon Ranch Co.'s 10-K filing indicates a minimal or non-existent engagement with Artificial Intelligence. The company's disclosures are primarily focused on traditional real estate development and agribusiness, with only broad mentions of 'technology' as a general risk factor or a driver of change, without any specific reference to AI in its strategy, operations, or future plans.","Tejon Ranch Co. does not demonstrate a clear strategy or significant engagement with AI, as there are no mentions of AI integration, risks, or future plans. The company's focus remains on real estate development and agribusiness without specific reference to AI initiatives.",B,B,C,C,B,C,C,C,C,E,E,E,D,D,D
0000096943,TFX,TELEFLEX INC,Health Care,2024,2025-02-28,10-K,E,E,E,E,E,E,D,D,D,,,,"Teleflex Inc. shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of the risk of not keeping up with technological advancements, this is general and doesn't specifically address AI.","Teleflex Inc.'s 10-K filing does not contain any explicit mentions of Artificial Intelligence, its strategic integration, associated risks, future plans, or talent focus. This suggests that AI is either not a material aspect of their current disclosures or not yet a significant strategic focus for the company as reflected in this filing.","Teleflex Inc shows limited engagement with AI, primarily focusing on operational efficiencies and product development without a clear strategic emphasis on AI integration or future plans.",C,C,C,B,C,C,C,C,C,E,E,E,D,D,D
0001051512,TDS,TELEPHONE & DATA SYSTEMS INC /DE/,Communication,2024,2025-02-21,10-K,E,E,E,E,E,C,D,D,D,artificial intelligence,artificial intelligence,,TELEPHONE & DATA SYSTEMS INC /DE/ shows no explicit AI strategy or integration but acknowledges the risk of not keeping pace with competitors' AI adoption and the increased cybersecurity risk from AI's rapid evolution.  Their overall AI preparedness is low.,"The company's disclosures indicate a very nascent engagement with AI, primarily recognizing its role in intensifying cybersecurity risks. There is no evidence of AI being integrated into the company's core strategy, products, or operations, nor are there any forward-looking statements or investments related to AI adoption.","TDS demonstrates a cautious approach towards AI, with limited integration into its core strategy and operations, while acknowledging the competitive pressures and risks associated with not adopting AI technologies.",B,B,B,B,C,A,C,C,C,E,E,E,D,D,D
0000097476,TXN,TEXAS INSTRUMENTS INC,Information Technology,2024,2025-02-14,10-K,E,E,C,C,E,D,D,D,D,artificial intelligence,"artificial intelligence, AI","artificial intelligence, AI","Texas Instruments demonstrates a cautious approach to AI, acknowledging external AI-related cybersecurity risks but without explicit mention of its own AI strategy or adoption plans.  The company's focus remains on its core semiconductor business and manufacturing capabilities.","Texas Instruments' disclosure indicates a minimal engagement with AI, mentioning it solely as a potential cause of cybersecurity incidents. There is no evidence of AI being integrated into their strategic plans, products, or operations, nor any discussion of future AI initiatives or investments.","Texas Instruments demonstrates a cautious approach towards AI, acknowledging its potential risks and the competitive landscape but lacking a clear strategic integration of AI into its core operations. The company emphasizes its focus on technological advancements and R&D investments, yet does not explicitly outline a robust AI strategy.",B,B,A,B,C,C,C,C,C,E,D,E,D,D,D
0000097745,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,2024,2025-02-20,10-K,E,E,C,C,E,C,D,D,D,artificial intelligence,artificial intelligence,artificial intelligence,"Thermo Fisher Scientific acknowledges the importance of adapting to rapid technological change, including the increased adoption of artificial intelligence, but its 10-K filing lacks specific details on its own AI strategy, investments, or future plans, focusing instead on broader technological and market risks.","Thermo Fisher Scientific acknowledges AI primarily as a factor in the competitive landscape and a tool for external threats like cyber-attacks, and as a subject of regulatory scrutiny. However, the company does not disclose specific strategies, investments, or positive initiatives related to its own AI adoption or development, indicating a reactive rather than proactive AI posture in its disclosures.","Thermo Fisher Scientific Inc. demonstrates a cautious approach towards AI, acknowledging its potential while highlighting significant risks and challenges associated with its adoption and integration into their operations.",B,A,B,B,A,B,C,C,B,D,D,D,D,D,D
0000098222,TDW,TIDEWATER INC,Energy,2024,2025-02-27,10-K,E,E,E,E,E,C,D,D,D,,,,"Tidewater Inc. shows no explicit AI strategy or adoption in its 10-K filing.  While there's mention of cybersecurity risks, which could indirectly relate to AI, the company does not discuss AI's role in its operations or future plans.","Tidewater Inc.'s 10-K filing indicates no engagement with Artificial Intelligence, as there are no mentions of AI in its strategic plans, operations, risk disclosures, or future investments. The company's focus remains entirely on traditional offshore energy vessel services and related financial and operational aspects.","Tidewater Inc. shows limited engagement with AI, primarily focusing on operational aspects without a clear strategic integration of AI into its core business. The company acknowledges the importance of technology but lacks detailed discussions on AI adoption or future plans.",B,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000320335,GL,GLOBE LIFE INC.,Financials,2024,2025-02-26,10-K,E,E,E,C,E,E,D,D,D,artificial intelligence,artificial intelligence,,"Globe Life Inc. shows a low level of AI preparedness, with only superficial mentions of AI in relation to modernizing information systems and no explicit discussion of AI strategy, risks, or future plans.  The company's focus remains on traditional insurance operations and investment management.","Globe Life Inc.'s engagement with AI is minimal, with only a single, generic mention in its risk factors related to the 'responsible and secure use' of emerging technologies. The company does not disclose any specific AI strategies, positive initiatives, or dedicated investments in AI talent or technology, indicating a very nascent or non-existent explicit AI posture.","Globe Life Inc. shows limited engagement with AI, primarily focusing on operational improvements and risk management without a clear strategic integration of AI into its core business model.",B,C,C,B,C,C,C,B,C,E,D,E,D,D,D
0000099780,TRN,TRINITY INDUSTRIES INC,Industrials,2024,2025-02-20,10-K,E,E,E,E,E,E,D,D,D,,,,"Trinity Industries shows limited AI preparedness, with no explicit AI strategy or adoption mentioned.  While there's a general awareness of the need for technological innovation and the risks of cybersecurity threats (potentially AI-related), the company does not demonstrate a significant focus on AI.","Trinity Industries Inc. does not explicitly mention Artificial Intelligence or related advanced AI technologies in its disclosures. The company discusses general investments in technology, software, digital services, and automation, primarily in the context of operational efficiency, cybersecurity, and competitive factors, indicating a lack of a clearly articulated AI strategy or material AI initiatives.","Trinity Industries Inc shows limited engagement with AI, primarily focusing on operational efficiencies and risk management without a clear strategic integration of AI into its core business model.",B,B,C,B,B,C,C,C,C,E,E,E,D,D,D
0000860731,TYL,TYLER TECHNOLOGIES INC,Information Technology,2024,2025-02-19,10-K,E,E,B,D,D,B,C,B,B,"artificial intelligence, AI, machine learning","artificial intelligence, AI, machine learning, AI powered machine learning solutions, artificial intelligence automation, generative artificial intelligence technology","artificial intelligence, AI, machine learning","Tyler Technologies demonstrates a measured approach to AI, acknowledging both the opportunities and risks associated with its adoption and the competitive landscape.  While they have made acquisitions of AI-related companies, their strategic depth and forward-looking statements regarding AI remain limited.","Tyler Technologies is actively integrating AI into its product portfolio through recent acquisitions of AI-powered solutions and recognizes the strategic importance of AI for future competitiveness. However, its disclosures are predominantly focused on a comprehensive range of risks associated with AI, including those from its own adoption, external threats, and the competitive implications of not keeping pace with AI innovation.","Tyler Technologies Inc demonstrates a cautious yet proactive approach towards AI integration, acknowledging both the potential benefits and significant risks associated with AI technologies. The company is actively investing in AI capabilities through acquisitions while also highlighting the importance of security and regulatory compliance.",B,A,A,A,A,A,B,A,A,C,B,B,D,C,A
0000731766,UNH,UNITEDHEALTH GROUP INC,Health Care,2024,2025-02-27,10-K,E,A,B,C,B,B,C,B,B,"artificial intelligence, machine learning, AI/ML, generative AI","artificial intelligence, machine learning, AI/ML, generative AI","artificial intelligence, machine learning, AI/ML, generative AI","UnitedHealth Group demonstrates a cautious but aware approach to AI, acknowledging its potential benefits and risks.  While the company mentions AI integration in its systems and products, there is limited detail on specific strategic plans or investments.","UnitedHealth Group demonstrates a strong awareness of AI's strategic importance, integrating it into core operations and products, and explicitly detailing both internal and external AI-related risks. While the company expresses general future intent for AI, specific investment and talent acquisition details are less explicit, suggesting a balanced but not overly aggressive disclosure posture.","UnitedHealth Group demonstrates a growing commitment to integrating AI into its operations, particularly in enhancing healthcare delivery and managing costs, while also acknowledging the associated risks and regulatory challenges.",A,A,A,A,A,A,B,A,A,B,B,B,D,C,C
0000755001,UTL,UNITIL CORP,Utilities,2024,2025-02-10,10-K,E,E,E,E,E,E,D,D,D,,,,"Unitil Corp shows no explicit AI strategy or adoption, focusing instead on operational risks related to its existing infrastructure and cybersecurity.  The company implicitly acknowledges the competitive risk of not adopting new technologies, but doesn't discuss AI specifically in its future plans.","UNITIL CORP's 10-K filing does not contain any explicit mentions of Artificial Intelligence, its strategic integration, adoption, or associated risks. The document focuses on general operational, regulatory, and financial risks, as well as discussions of traditional utility operations and financial performance, indicating no disclosed engagement with AI in this report.","Unitil Corp shows limited engagement with AI, primarily focusing on operational risks and regulatory compliance without a clear strategy or significant investment in AI technologies.",B,C,C,B,C,C,C,C,C,E,E,E,D,D,D
